score,r_alignment_reward,w_alignment_reward,active_alignment_reward,r_bottle_hold_reward,w_bottle_hold_reward,active_bottle_hold_reward,r_bottle_vel_reward,w_bottle_vel_reward,active_bottle_vel_reward,r_cap_distance_reward,w_cap_distance_reward,active_cap_distance_reward,r_cap_goal_reward,w_cap_goal_reward,active_cap_goal_reward,r_cap_grasp_reward,w_cap_grasp_reward,active_cap_grasp_reward,r_cap_height_reward,w_cap_height_reward,active_cap_height_reward,r_cap_opening_reward,w_cap_opening_reward,active_cap_opening_reward,r_cap_orientation_reward,w_cap_orientation_reward,active_cap_orientation_reward,r_cap_progress_reward,w_cap_progress_reward,active_cap_progress_reward,r_cap_up_reward,w_cap_up_reward,active_cap_up_reward,r_finger_coord_reward,w_finger_coord_reward,active_finger_coord_reward,r_finger_distance_reward,w_finger_distance_reward,active_finger_distance_reward,r_finger_grasp_reward,w_finger_grasp_reward,active_finger_grasp_reward,r_finger_reward,w_finger_reward,active_finger_reward,r_goal_pos_reward,w_goal_pos_reward,active_goal_pos_reward,r_goal_rot_reward,w_goal_rot_reward,active_goal_rot_reward,r_hand_dist_reward,w_hand_dist_reward,active_hand_dist_reward,r_left_hand_reward,w_left_hand_reward,active_left_hand_reward,r_lift_reward,w_lift_reward,active_lift_reward,r_right_hand_reward,w_right_hand_reward,active_right_hand_reward,r_rotation_reward,w_rotation_reward,active_rotation_reward,r_separation_reward,w_separation_reward,active_separation_reward,r_stability_penalty,w_stability_penalty,active_stability_penalty,r_stability_reward,w_stability_reward,active_stability_reward,r_success_reward,w_success_reward,active_success_reward,r_vel_penalty,w_vel_penalty,active_vel_penalty,env_id,seed
0.375,,1.0,1,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.1,1,shadow_hand_bottle_cap,42
0.522,,10.0,1,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.1,1,shadow_hand_bottle_cap,42
0.1567,,1.0,1,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,shadow_hand_bottle_cap,42
0.1167,,10.0,1,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,shadow_hand_bottle_cap,42
0.208,,1.0,1,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.1,1,shadow_hand_bottle_cap,42
0.1694,,10.0,1,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.1,1,shadow_hand_bottle_cap,42
0.2344,,1.0,1,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,shadow_hand_bottle_cap,42
0.2549,,10.0,1,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,shadow_hand_bottle_cap,42
0.1157,,1.0,1,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.1,1,shadow_hand_bottle_cap,42
0.1797,,10.0,1,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.1,1,shadow_hand_bottle_cap,42
0.1362,,1.0,1,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,shadow_hand_bottle_cap,42
0.1616,,5.0,1,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,shadow_hand_bottle_cap,42
0.2549,,1.0,1,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,2.0,1,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.1,1,shadow_hand_bottle_cap,42
0.2109,,5.0,1,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,2.0,1,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.1,1,shadow_hand_bottle_cap,42
0.3359,,1.0,1,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,2.0,1,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,shadow_hand_bottle_cap,42
0.2856,,5.0,1,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,2.0,1,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,shadow_hand_bottle_cap,42
0.4849,,0.2,1,,0.2,1,,0,0,,0,0,,0.1,1,,0.3,1,,0,0,,0,0,,0,0,,0.2,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_bottle_cap,42
0.2285,,0.2,1,,0.2,1,,0,0,,0,0,,1.0,1,,0.3,1,,0,0,,0,0,,0,0,,0.2,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_bottle_cap,42
0.1514,,0.2,1,,0.2,1,,0,0,,0,0,,0.1,1,,0.3,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_bottle_cap,42
0.165,,0.2,1,,0.2,1,,0,0,,0,0,,1.0,1,,0.3,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_bottle_cap,42
0.313,,1.0,1,,0.2,1,,0,0,,0,0,,0.1,1,,0.3,1,,0,0,,0,0,,0,0,,0.2,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_bottle_cap,42
0.1953,,1.0,1,,0.2,1,,0,0,,0,0,,1.0,1,,0.3,1,,0,0,,0,0,,0,0,,0.2,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_bottle_cap,42
0.1284,,1.0,1,,0.2,1,,0,0,,0,0,,0.1,1,,0.3,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_bottle_cap,42
0.1348,,1.0,1,,0.2,1,,0,0,,0,0,,1.0,1,,0.3,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_bottle_cap,42
0.2529,,0.2,1,,0.2,1,,0,0,,0,0,,0.1,1,,1.0,1,,0,0,,0,0,,0,0,,0.2,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_bottle_cap,42
0.2954,,0.2,1,,0.2,1,,0,0,,0,0,,1.0,1,,1.0,1,,0,0,,0,0,,0,0,,0.2,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_bottle_cap,42
0.3779,,0.2,1,,0.2,1,,0,0,,0,0,,0.1,1,,1.0,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_bottle_cap,42
0.3628,,0.2,1,,0.2,1,,0,0,,0,0,,1.0,1,,1.0,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_bottle_cap,42
0.2607,,5.0,1,,0.2,1,,0,0,,0,0,,0.1,1,,1.0,1,,0,0,,0,0,,0,0,,0.2,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_bottle_cap,42
0.3345,,5.0,1,,0.2,1,,0,0,,0,0,,1.0,1,,1.0,1,,0,0,,0,0,,0,0,,0.2,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_bottle_cap,42
0.3296,,5.0,1,,0.2,1,,0,0,,0,0,,0.1,1,,1.0,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_bottle_cap,42
0.1089,,5.0,1,,0.2,1,,0,0,,0,0,,1.0,1,,1.0,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_bottle_cap,42
0.3047,,0.2,1,,1.0,1,,0,0,,0,0,,0.1,1,,0.3,1,,0,0,,0,0,,0,0,,0.2,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_bottle_cap,42
0.2256,,0.2,1,,1.0,1,,0,0,,0,0,,1.0,1,,0.3,1,,0,0,,0,0,,0,0,,0.2,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_bottle_cap,42
0.1685,,0.2,1,,1.0,1,,0,0,,0,0,,0.1,1,,0.3,1,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_bottle_cap,42
0.1548,,0.2,1,,1.0,1,,0,0,,0,0,,1.0,1,,0.3,1,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_bottle_cap,42
0.1064,,1.0,1,,1.0,1,,0,0,,0,0,,0.1,1,,0.3,1,,0,0,,0,0,,0,0,,0.2,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_bottle_cap,42
0.2812,,1.0,1,,1.0,1,,0,0,,0,0,,1.0,1,,0.3,1,,0,0,,0,0,,0,0,,0.2,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_bottle_cap,42
0.2759,,1.0,1,,1.0,1,,0,0,,0,0,,0.1,1,,0.3,1,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_bottle_cap,42
0.1787,,1.0,1,,1.0,1,,0,0,,0,0,,1.0,1,,0.3,1,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_bottle_cap,42
0.4336,,0.2,1,,5.0,1,,0,0,,0,0,,0.1,1,,5.0,1,,0,0,,0,0,,0,0,,0.2,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_bottle_cap,42
0.3013,,0.2,1,,5.0,1,,0,0,,0,0,,5.0,1,,5.0,1,,0,0,,0,0,,0,0,,0.2,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_bottle_cap,42
0.3145,,0.2,1,,5.0,1,,0,0,,0,0,,0.1,1,,5.0,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_bottle_cap,42
0.3496,,0.2,1,,5.0,1,,0,0,,0,0,,5.0,1,,5.0,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_bottle_cap,42
0.2207,,5.0,1,,5.0,1,,0,0,,0,0,,0.1,1,,1.0,1,,0,0,,0,0,,0,0,,0.2,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_bottle_cap,42
0.1353,,5.0,1,,5.0,1,,0,0,,0,0,,5.0,1,,1.0,1,,0,0,,0,0,,0,0,,0.2,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_bottle_cap,42
0.2603,,5.0,1,,5.0,1,,0,0,,0,0,,0.1,1,,1.0,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_bottle_cap,42
0.2183,,5.0,1,,5.0,1,,0,0,,0,0,,5.0,1,,1.0,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_bottle_cap,42
0.2349,,0,0,,0.3,1,,0,0,,0,0,,0.3,1,,0.3,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.2,1,,0,0,,0,0,,0.1,1,,0,0,,0,0,shadow_hand_bottle_cap,42
0.0947,,0,0,,0.3,1,,0,0,,0,0,,0.3,1,,0.3,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.2,1,,0,0,,0,0,,1.0,1,,0,0,,0,0,shadow_hand_bottle_cap,42
0.2437,,0,0,,0.3,1,,0,0,,0,0,,1.0,1,,0.3,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.2,1,,0,0,,0,0,,0.1,1,,0,0,,0,0,shadow_hand_bottle_cap,42
0.1802,,0,0,,0.3,1,,0,0,,0,0,,1.0,1,,0.3,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.2,1,,0,0,,0,0,,1.0,1,,0,0,,0,0,shadow_hand_bottle_cap,42
0.1616,,0,0,,0.3,1,,0,0,,0,0,,0.3,1,,0.3,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0.1,1,,0,0,,0,0,shadow_hand_bottle_cap,42
0.0898,,0,0,,0.3,1,,0,0,,0,0,,0.3,1,,0.3,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,1.0,1,,0,0,,0,0,shadow_hand_bottle_cap,42
0.083,,0,0,,0.3,1,,0,0,,0,0,,1.0,1,,0.3,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0.1,1,,0,0,,0,0,shadow_hand_bottle_cap,42
0.2153,,0,0,,0.3,1,,0,0,,0,0,,1.0,1,,0.3,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,1.0,1,,0,0,,0,0,shadow_hand_bottle_cap,42
0.2949,,0,0,,0.3,1,,0,0,,0,0,,0.3,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.2,1,,0,0,,0,0,,0.1,1,,0,0,,0,0,shadow_hand_bottle_cap,42
0.4189,,0,0,,0.3,1,,0,0,,0,0,,0.3,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.2,1,,0,0,,0,0,,1.0,1,,0,0,,0,0,shadow_hand_bottle_cap,42
0.2485,,0,0,,0.3,1,,0,0,,0,0,,2.0,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.2,1,,0,0,,0,0,,0.1,1,,0,0,,0,0,shadow_hand_bottle_cap,42
0.1729,,0,0,,0.3,1,,0,0,,0,0,,2.0,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.2,1,,0,0,,0,0,,1.0,1,,0,0,,0,0,shadow_hand_bottle_cap,42
0.4595,,0,0,,0.3,1,,0,0,,0,0,,0.3,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0.1,1,,0,0,,0,0,shadow_hand_bottle_cap,42
0.2207,,0,0,,0.3,1,,0,0,,0,0,,0.3,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,1.0,1,,0,0,,0,0,shadow_hand_bottle_cap,42
0.2808,,0,0,,0.3,1,,0,0,,0,0,,2.0,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0.1,1,,0,0,,0,0,shadow_hand_bottle_cap,42
0.3931,,0,0,,0.3,1,,0,0,,0,0,,2.0,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,1.0,1,,0,0,,0,0,shadow_hand_bottle_cap,42
0.1396,,0,0,,1.0,1,,0,0,,0,0,,0.3,1,,0.3,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.2,1,,0,0,,0,0,,0.1,1,,0,0,,0,0,shadow_hand_bottle_cap,42
0.2363,,0,0,,1.0,1,,0,0,,0,0,,0.3,1,,0.3,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.2,1,,0,0,,0,0,,5.0,1,,0,0,,0,0,shadow_hand_bottle_cap,42
0.2251,,0,0,,1.0,1,,0,0,,0,0,,1.0,1,,0.3,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.2,1,,0,0,,0,0,,0.1,1,,0,0,,0,0,shadow_hand_bottle_cap,42
0.3662,,0,0,,1.0,1,,0,0,,0,0,,1.0,1,,0.3,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.2,1,,0,0,,0,0,,5.0,1,,0,0,,0,0,shadow_hand_bottle_cap,42
0.103,,0,0,,1.0,1,,0,0,,0,0,,0.3,1,,0.3,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,2.0,1,,0,0,,0,0,,0.1,1,,0,0,,0,0,shadow_hand_bottle_cap,42
0.249,,0,0,,1.0,1,,0,0,,0,0,,0.3,1,,0.3,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,2.0,1,,0,0,,0,0,,5.0,1,,0,0,,0,0,shadow_hand_bottle_cap,42
0.124,,0,0,,1.0,1,,0,0,,0,0,,1.0,1,,0.3,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,2.0,1,,0,0,,0,0,,0.1,1,,0,0,,0,0,shadow_hand_bottle_cap,42
0.1973,,0,0,,1.0,1,,0,0,,0,0,,1.0,1,,0.3,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,2.0,1,,0,0,,0,0,,5.0,1,,0,0,,0,0,shadow_hand_bottle_cap,42
0.207,,0,0,,1.0,1,,0,0,,0,0,,0.3,1,,2.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.2,1,,0,0,,0,0,,0.1,1,,0,0,,0,0,shadow_hand_bottle_cap,42
0.5474,,0,0,,1.0,1,,0,0,,0,0,,0.3,1,,2.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.2,1,,0,0,,0,0,,1.0,1,,0,0,,0,0,shadow_hand_bottle_cap,42
0.1797,,0,0,,1.0,1,,0,0,,0,0,,2.0,1,,2.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.2,1,,0,0,,0,0,,0.1,1,,0,0,,0,0,shadow_hand_bottle_cap,42
0.2192,,0,0,,1.0,1,,0,0,,0,0,,2.0,1,,2.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.2,1,,0,0,,0,0,,1.0,1,,0,0,,0,0,shadow_hand_bottle_cap,42
0.209,,0,0,,1.0,1,,0,0,,0,0,,0.3,1,,2.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0.1,1,,0,0,,0,0,shadow_hand_bottle_cap,42
0.2886,,0,0,,1.0,1,,0,0,,0,0,,0.3,1,,2.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,1.0,1,,0,0,,0,0,shadow_hand_bottle_cap,42
0.2168,,0,0,,1.0,1,,0,0,,0,0,,2.0,1,,2.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0.1,1,,0,0,,0,0,shadow_hand_bottle_cap,42
0.248,,0,0,,1.0,1,,0,0,,0,0,,2.0,1,,2.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,1.0,1,,0,0,,0,0,shadow_hand_bottle_cap,42
