score,r_alignment_reward,w_alignment_reward,active_alignment_reward,r_bottle_hold_reward,w_bottle_hold_reward,active_bottle_hold_reward,r_bottle_vel_reward,w_bottle_vel_reward,active_bottle_vel_reward,r_cap_distance_reward,w_cap_distance_reward,active_cap_distance_reward,r_cap_goal_reward,w_cap_goal_reward,active_cap_goal_reward,r_cap_grasp_reward,w_cap_grasp_reward,active_cap_grasp_reward,r_cap_height_reward,w_cap_height_reward,active_cap_height_reward,r_cap_opening_reward,w_cap_opening_reward,active_cap_opening_reward,r_cap_orientation_reward,w_cap_orientation_reward,active_cap_orientation_reward,r_cap_progress_reward,w_cap_progress_reward,active_cap_progress_reward,r_cap_up_reward,w_cap_up_reward,active_cap_up_reward,r_finger_coord_reward,w_finger_coord_reward,active_finger_coord_reward,r_finger_distance_reward,w_finger_distance_reward,active_finger_distance_reward,r_finger_grasp_reward,w_finger_grasp_reward,active_finger_grasp_reward,r_finger_reward,w_finger_reward,active_finger_reward,r_goal_pos_reward,w_goal_pos_reward,active_goal_pos_reward,r_goal_rot_reward,w_goal_rot_reward,active_goal_rot_reward,r_hand_dist_reward,w_hand_dist_reward,active_hand_dist_reward,r_left_hand_reward,w_left_hand_reward,active_left_hand_reward,r_lift_reward,w_lift_reward,active_lift_reward,r_right_hand_reward,w_right_hand_reward,active_right_hand_reward,r_rotation_reward,w_rotation_reward,active_rotation_reward,r_separation_reward,w_separation_reward,active_separation_reward,r_stability_penalty,w_stability_penalty,active_stability_penalty,r_stability_reward,w_stability_reward,active_stability_reward,r_success_reward,w_success_reward,active_success_reward,r_vel_penalty,w_vel_penalty,active_vel_penalty,env_id,seed
0.2676,,0,0,,0.3,1,,0,0,,0,0,,0,0,,0.3,1,,0.2,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0.1,1,,0,0,,0,0,,0,0,shadow_hand_bottle_cap,42
0.6021,,0,0,,0.3,1,,0,0,,0,0,,0,0,,0.3,1,,0.2,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,shadow_hand_bottle_cap,42
0.2617,,0,0,,0.3,1,,0,0,,0,0,,0,0,,0.3,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0.1,1,,0,0,,0,0,,0,0,shadow_hand_bottle_cap,42
0.1934,,0,0,,0.3,1,,0,0,,0,0,,0,0,,0.3,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,shadow_hand_bottle_cap,42
0.2734,,0,0,,0.3,1,,0,0,,0,0,,0,0,,0.3,1,,0.2,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0.1,1,,0,0,,0,0,,0,0,shadow_hand_bottle_cap,42
0.2744,,0,0,,0.3,1,,0,0,,0,0,,0,0,,0.3,1,,0.2,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,shadow_hand_bottle_cap,42
0.2109,,0,0,,0.3,1,,0,0,,0,0,,0,0,,0.3,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0.1,1,,0,0,,0,0,,0,0,shadow_hand_bottle_cap,42
0.0688,,0,0,,0.3,1,,0,0,,0,0,,0,0,,0.3,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,shadow_hand_bottle_cap,42
0.2935,,0,0,,0.3,1,,0,0,,0,0,,0,0,,1.0,1,,0.2,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0.1,1,,0,0,,0,0,,0,0,shadow_hand_bottle_cap,42
0.4229,,0,0,,0.3,1,,0,0,,0,0,,0,0,,1.0,1,,0.2,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,shadow_hand_bottle_cap,42
0.2603,,0,0,,0.3,1,,0,0,,0,0,,0,0,,1.0,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0.1,1,,0,0,,0,0,,0,0,shadow_hand_bottle_cap,42
0.5239,,0,0,,0.3,1,,0,0,,0,0,,0,0,,1.0,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,shadow_hand_bottle_cap,42
0.2744,,0,0,,0.3,1,,0,0,,0,0,,0,0,,1.0,1,,0.2,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0.1,1,,0,0,,0,0,,0,0,shadow_hand_bottle_cap,42
0.2651,,0,0,,0.3,1,,0,0,,0,0,,0,0,,1.0,1,,0.2,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,shadow_hand_bottle_cap,42
0.1772,,0,0,,0.3,1,,0,0,,0,0,,0,0,,1.0,1,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0.1,1,,0,0,,0,0,,0,0,shadow_hand_bottle_cap,42
0.2441,,0,0,,0.3,1,,0,0,,0,0,,0,0,,1.0,1,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,shadow_hand_bottle_cap,42
0.1431,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0.3,1,,0.2,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0.1,1,,0,0,,0,0,,0,0,shadow_hand_bottle_cap,42
0.2417,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0.3,1,,0.2,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,shadow_hand_bottle_cap,42
0.333,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0.3,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0.1,1,,0,0,,0,0,,0,0,shadow_hand_bottle_cap,42
0.3706,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0.3,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,shadow_hand_bottle_cap,42
0.2676,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0.3,1,,0.2,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0.1,1,,0,0,,0,0,,0,0,shadow_hand_bottle_cap,42
0.165,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0.3,1,,0.2,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,shadow_hand_bottle_cap,42
0.3081,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0.3,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0.1,1,,0,0,,0,0,,0,0,shadow_hand_bottle_cap,42
0.0259,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0.3,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,shadow_hand_bottle_cap,42
0.2998,,0,0,,1.0,1,,0,0,,0,0,,0,0,,5.0,1,,0.2,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0.1,1,,0,0,,0,0,,0,0,shadow_hand_bottle_cap,42
0.1831,,0,0,,1.0,1,,0,0,,0,0,,0,0,,5.0,1,,0.2,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,shadow_hand_bottle_cap,42
0.3232,,0,0,,1.0,1,,0,0,,0,0,,0,0,,5.0,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0.1,1,,0,0,,0,0,,0,0,shadow_hand_bottle_cap,42
0.189,,0,0,,1.0,1,,0,0,,0,0,,0,0,,5.0,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,shadow_hand_bottle_cap,42
0.2729,,0,0,,1.0,1,,0,0,,0,0,,0,0,,5.0,1,,0.2,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0.1,1,,0,0,,0,0,,0,0,shadow_hand_bottle_cap,42
0.4155,,0,0,,1.0,1,,0,0,,0,0,,0,0,,5.0,1,,0.2,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,shadow_hand_bottle_cap,42
0.2222,,0,0,,1.0,1,,0,0,,0,0,,0,0,,5.0,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0.1,1,,0,0,,0,0,,0,0,shadow_hand_bottle_cap,42
0.4019,,0,0,,1.0,1,,0,0,,0,0,,0,0,,5.0,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,shadow_hand_bottle_cap,42
0.3154,,0,0,,0.2,1,,0,0,,0,0,,0.3,1,,0.3,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.3,1,,0,0,,0,0,,0,0,,0.5,1,,0,0,shadow_hand_bottle_cap,42
0.3032,,0,0,,0.2,1,,0,0,,0,0,,0.3,1,,0.3,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.3,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,shadow_hand_bottle_cap,42
0.2202,,0,0,,0.2,1,,0,0,,0,0,,1.0,1,,0.3,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.3,1,,0,0,,0,0,,0,0,,0.5,1,,0,0,shadow_hand_bottle_cap,42
0.2808,,0,0,,0.2,1,,0,0,,0,0,,1.0,1,,0.3,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.3,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,shadow_hand_bottle_cap,42
0.374,,0,0,,0.2,1,,0,0,,0,0,,0.3,1,,0.3,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0.5,1,,0,0,shadow_hand_bottle_cap,42
0.2031,,0,0,,0.2,1,,0,0,,0,0,,0.3,1,,0.3,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,shadow_hand_bottle_cap,42
0.3408,,0,0,,0.2,1,,0,0,,0,0,,1.0,1,,0.3,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0.5,1,,0,0,shadow_hand_bottle_cap,42
0.1025,,0,0,,0.2,1,,0,0,,0,0,,1.0,1,,0.3,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,shadow_hand_bottle_cap,42
0.25,,0,0,,0.2,1,,0,0,,0,0,,0.3,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.3,1,,0,0,,0,0,,0,0,,0.5,1,,0,0,shadow_hand_bottle_cap,42
0.1772,,0,0,,0.2,1,,0,0,,0,0,,0.3,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.3,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,shadow_hand_bottle_cap,42
0.186,,0,0,,0.2,1,,0,0,,0,0,,1.0,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.3,1,,0,0,,0,0,,0,0,,0.5,1,,0,0,shadow_hand_bottle_cap,42
0.231,,0,0,,0.2,1,,0,0,,0,0,,1.0,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.3,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,shadow_hand_bottle_cap,42
0.314,,0,0,,0.2,1,,0,0,,0,0,,0.3,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0.5,1,,0,0,shadow_hand_bottle_cap,42
0.2544,,0,0,,0.2,1,,0,0,,0,0,,0.3,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,shadow_hand_bottle_cap,42
0.2446,,0,0,,0.2,1,,0,0,,0,0,,1.0,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0.5,1,,0,0,shadow_hand_bottle_cap,42
0.2197,,0,0,,0.2,1,,0,0,,0,0,,1.0,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,shadow_hand_bottle_cap,42
0.4053,,0,0,,1.0,1,,0,0,,0,0,,0.3,1,,0.3,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.3,1,,0,0,,0,0,,0,0,,0.5,1,,0,0,shadow_hand_bottle_cap,42
0.2217,,0,0,,1.0,1,,0,0,,0,0,,0.3,1,,0.3,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.3,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,shadow_hand_bottle_cap,42
0.1255,,0,0,,1.0,1,,0,0,,0,0,,1.0,1,,0.3,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.3,1,,0,0,,0,0,,0,0,,0.5,1,,0,0,shadow_hand_bottle_cap,42
0.1206,,0,0,,1.0,1,,0,0,,0,0,,1.0,1,,0.3,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.3,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,shadow_hand_bottle_cap,42
0.4268,,0,0,,1.0,1,,0,0,,0,0,,0.3,1,,0.3,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0.5,1,,0,0,shadow_hand_bottle_cap,42
0.1567,,0,0,,1.0,1,,0,0,,0,0,,0.3,1,,0.3,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,shadow_hand_bottle_cap,42
0.2373,,0,0,,1.0,1,,0,0,,0,0,,1.0,1,,0.3,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0.5,1,,0,0,shadow_hand_bottle_cap,42
0.4185,,0,0,,1.0,1,,0,0,,0,0,,1.0,1,,0.3,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,shadow_hand_bottle_cap,42
0.4634,,0,0,,1.0,1,,0,0,,0,0,,0.3,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.3,1,,0,0,,0,0,,0,0,,0.5,1,,0,0,shadow_hand_bottle_cap,42
0.4106,,0,0,,1.0,1,,0,0,,0,0,,0.3,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.3,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,shadow_hand_bottle_cap,42
0.3311,,0,0,,1.0,1,,0,0,,0,0,,1.0,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.3,1,,0,0,,0,0,,0,0,,0.5,1,,0,0,shadow_hand_bottle_cap,42
0.3081,,0,0,,1.0,1,,0,0,,0,0,,1.0,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.3,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,shadow_hand_bottle_cap,42
0.1895,,0,0,,1.0,1,,0,0,,0,0,,0.3,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0.5,1,,0,0,shadow_hand_bottle_cap,42
0.2749,,0,0,,1.0,1,,0,0,,0,0,,0.3,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,shadow_hand_bottle_cap,42
0.1997,,0,0,,1.0,1,,0,0,,0,0,,1.0,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0.5,1,,0,0,shadow_hand_bottle_cap,42
0.2192,,0,0,,1.0,1,,0,0,,0,0,,1.0,1,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,shadow_hand_bottle_cap,42
0.3389,,0,0,,0.25,1,,0,0,,0,0,,0,0,,0.25,1,,0,0,,0,0,,0,0,,0.25,1,,0,0,,0.05,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.2,1,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_bottle_cap,42
0.166,,0,0,,0.25,1,,0,0,,0,0,,0,0,,0.25,1,,0,0,,0,0,,0,0,,0.25,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.2,1,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_bottle_cap,42
0.23,,0,0,,0.25,1,,0,0,,0,0,,0,0,,0.25,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0.05,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.2,1,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_bottle_cap,42
0.1841,,0,0,,0.25,1,,0,0,,0,0,,0,0,,0.25,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.2,1,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_bottle_cap,42
0.1782,,0,0,,0.25,1,,0,0,,0,0,,0,0,,0.25,1,,0,0,,0,0,,0,0,,0.25,1,,0,0,,0.05,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_bottle_cap,42
0.2681,,0,0,,0.25,1,,0,0,,0,0,,0,0,,0.25,1,,0,0,,0,0,,0,0,,0.25,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_bottle_cap,42
0.1924,,0,0,,0.25,1,,0,0,,0,0,,0,0,,0.25,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0.05,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_bottle_cap,42
0.1782,,0,0,,0.25,1,,0,0,,0,0,,0,0,,0.25,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_bottle_cap,42
0.1396,,0,0,,0.25,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0.25,1,,0,0,,0.05,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.2,1,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_bottle_cap,42
0.2578,,0,0,,0.25,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0.25,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.2,1,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_bottle_cap,42
0.4014,,0,0,,0.25,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0.05,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.2,1,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_bottle_cap,42
0.2236,,0,0,,0.25,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0.2,1,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_bottle_cap,42
0.3359,,0,0,,0.25,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0.25,1,,0,0,,0.05,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_bottle_cap,42
0.2051,,0,0,,0.25,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0.25,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_bottle_cap,42
0.5103,,0,0,,0.25,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0.05,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_bottle_cap,42
0.2568,,0,0,,0.25,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_bottle_cap,42
